"","Name","Rating","latitude","longitude","price","review_count","categories"
"277","Rich Table",4,37.77485,-122.42284,"$$$",1067,"American (New) Cocktail Bars Wine Bars"
"278","Cordon Bleu",4,37.7907203,-122.4205111,"$",1014,"Vietnamese Asian Fusion"
"279","Old Skool Cafe",4.5,37.734266,-122.390515,"$$",495,"Soul Food American (Traditional)"
"280","Kin Khao",4,37.7852278803726,-122.409348137336,"$$",1680,"Thai"
"281","Pho Huynh Hiep 2 - Kevin's Noodle House",4,37.763338,-122.477795,"$",1510,"Vietnamese Noodles"
"282","Amber India",4,37.7858090277572,-122.404539585114,"$$$",1966,"Indian Lounges"
"283","Kabuto Restaurant",4,37.78031,-122.47441,"$$$",989,"Sushi Bars Japanese"
"284","Yamo",3.5,37.7619463343878,-122.419764563536,"$",1902,"Burmese Chinese"
"285","Outerlands",3.5,37.76025390625,-122.505020141602,"$$",2147,"American (New) Breakfast & Brunch Sandwiches"
"286","Boiling Hot Pot",4.5,37.7806682,-122.4786992,"$$",709,"Hot Pot Chinese"
"287","Local Edition",4,37.78759,-122.4031601,"$$",1516,"Lounges Cocktail Bars Whiskey Bars"
"288","Yank Sing",3.5,37.7927224142545,-122.39312659859,"$$$",2421,"Dim Sum Cantonese"
"289","Rickhouse",4,37.7904968261719,-122.403594970703,"$$",1571,"Cocktail Bars Venues & Event Spaces Whiskey Bars"
"290","Alimento",4.5,37.799643,-122.409622,"$",638,"Gelato Sandwiches Salad"
"291","The Stinking Rose",3.5,37.7982486,-122.4073904,"$$",3711,"Italian Seafood American (Traditional)"
"292","Boba Guys",4,37.75994,-122.42112,"$",1352,"Bubble Tea"
"293","Basa Seafood Express",4.5,37.75276,-122.41338,"$",569,"Seafood Sandwiches Burgers"
"294","Baonecci Ristorante",4.5,37.799824,-122.407833,"$$",917,"Pizza Italian"
"295","Dinosaurs",4,37.7644154700871,-122.431834858528,"$",857,"Vietnamese Sandwiches"
"296","Yasukochi's Sweet Stop",4.5,37.78673,-122.42978,"$$",516,"Bakeries Desserts"
"297","Home",4.5,37.782323,-122.480993,"$$",459,"Coffee & Tea"
"298","Pizzeria Delfina",4,37.789104,-122.434441,"$$",1427,"Pizza Italian"
"299","Butter",4,37.771019,-122.413343,"$",1150,"Dive Bars Dance Clubs Karaoke"
"300","Gamine",4,37.7968797,-122.4359489,"$$",882,"French Burgers"
"301","Lazy Bear",4.5,37.76041,-122.41969,"$$$$",508,"American (New)"
"302","Delancey Street Restaurant",4,37.7843569724103,-122.388436943292,"$$",1498,"American (Traditional) Breakfast & Brunch"
"303","Zeitgeist",3.5,37.77003,-122.4221,"$",2627,"Dive Bars Burgers Beer Gardens"
"304","Cinderella Bakery & Cafe",4,37.77745,-122.46374,"$",854,"Bakeries Russian Cafes"
"305","Walzwerk",4,37.7672658,-122.4175768,"$$",957,"German"
"306","Press Club",4,37.7859531718409,-122.404646873474,"$$$",1133,"Wine Bars Venues & Event Spaces Lounges"
"307","Barbacco",4,37.7935921194034,-122.399338591436,"$$",1537,"Italian Bars"
"308","Eiji",4,37.764058,-122.430685,"$$",1048,"Sushi Bars Japanese"
"309","The Italian Homemade Company",4.5,37.79742,-122.43097,"$$",725,"Italian International Grocery"
"310","American Grilled Cheese Kitchen",4,37.782229,-122.392869,"$$",1452,"Breakfast & Brunch American (Traditional)"
"311","Topsy's Fun House",4.5,37.7905828,-122.4038175,"$$",565,"Cocktail Bars Lounges"
"312","Crossroads Cafe",4,37.7831325,-122.3890356,"$",919,"Coffee & Tea Sandwiches Community Service/Non-Profit"
"313","Little Skillet",3.5,37.77882,-122.39406,"$$",1912,"Soul Food"
"314","Super Duper Burgers",4,37.76395,-122.43373,"$",1210,"Burgers American (Traditional)"
"315","Oasis Grill",4,37.7944464239893,-122.396736520868,"$",1188,"Mediterranean Desserts Salad"
"316","NightLife",4,37.769798806043,-122.466702461243,"$$",943,"Museums Bars"
"317","Coffee Bar",4,37.76328,-122.41042,"$",1069,"Coffee & Tea Breakfast & Brunch"
"318","El Metate Restaurant",4,37.7556745300616,-122.409623820024,"$",1072,"Mexican"
"319","Toronado",4,37.77183,-122.43114,"$",1750,"Dive Bars Pubs"
"320","Nopalito",4,37.765409579693,-122.466281482937,"$$",1179,"Mexican Comfort Food Gluten-Free"
"321","Brenda's Meat & Three",4,37.7781489203981,-122.438551256878,"$$",867,"Soul Food Breakfast & Brunch Southern"
"322","Manna",4,37.76384,-122.46708,"$$",967,"Korean"
"323","The Richmond",4.5,37.77702,-122.46534,"$$$",653,"Wine Bars American (New)"
"324","Box Kitchen",4.5,37.7811510761365,-122.40636505138,"$$",723,"Burgers Waffles"
"325","Milkbomb Ice Cream",4.5,37.76475,-122.40077,"$",452,"Ice Cream & Frozen Yogurt Desserts Donuts"
"326","Little Delhi",4,37.78416,-122.40901,"$$",1819,"Indian"
"327","Delarosa",4,37.800287,-122.439110224537,"$$",1389,"Italian Cocktail Bars Pizza"
"328","House Of Pancakes",4,37.742904,-122.476349,"$",817,"Chinese Noodles Taiwanese"
"329","Pork Store Cafe",4,37.76997,-122.44623,"$$",1312,"Breakfast & Brunch Coffee & Tea Comfort Food"
"330","Roam Artisan Burgers",4,37.787682,-122.433853,"$$",1089,"Burgers"
"331","Greens Restaurant",4,37.806816,-122.432202,"$$$",1925,"Vegetarian Vegan Gluten-Free"
"332","The Rotunda",4,37.7874117371449,-122.40635645157,"$$$",1516,"American (New) Tea Rooms"
"333","Rye",4,37.78677,-122.41461,"$$",1289,"Lounges"
"334","Patxi's Pizza",3.5,37.77649,-122.425,"$$",2139,"Pizza Salad Italian"
"335","Kingdom of Dumpling",3.5,37.7424600303507,-122.48463414418,"$",1911,"Dim Sum"
"336","Dumpling Kitchen",4,37.7423,-122.48701,"$$",1326,"Chinese"
"337","Chez Maman West",4,37.7769302261974,-122.423146543171,"$$",993,"French Burgers"
"338","Piccino",4,37.75762,-122.38992,"$$",1324,"Italian Pizza Coffee & Tea"
"339","My Tofu House",4,37.7806563,-122.4691286,"$$",1604,"Korean"
"340","SPQR",3.5,37.78725,-122.43376,"$$$",1884,"Italian Wine Bars Breakfast & Brunch"
"341","Prospect",4,37.7897917872845,-122.390961392642,"$$$",1499,"American (New)"
"342","North India Restaurant",4,37.787789124691,-122.399305736113,"$$",1257,"Indian"
"343","Fat Angel",4,37.783385291338,-122.433185588489,"$$",805,"Wine Bars Gastropubs"
"344","Palmyra",4,37.771851,-122.433937,"$",804,"Mediterranean Middle Eastern Syrian"
"345","Serpentine",4,37.758100271937,-122.38818876502,"$$",1465,"American (New)"
"346","Atelier Crenn",4.5,37.7983315559591,-122.435879521072,"$$$$",646,"French"
"347","La Boulangerie de San Francisco, Pine",4.5,37.78762,-122.43403,"$",727,"Bakeries Coffee & Tea Breakfast & Brunch"
"348","Basil Thai Restaurant & Bar",4,37.775333404541,-122.4091796875,"$$",1437,"Thai Bars"
"349","Crab House at Pier 39",3.5,37.8094268871436,-122.410365343094,"$$$",2070,"Seafood"
"350","Cotogna",4,37.7975,-122.40336,"$$$",1307,"Italian"
"351","Bowl'D Acai",4.5,37.782619,-122.407949,"$$",539,"Food Trucks Hawaiian Acai Bowls"
"352","CoffeeShop",4.5,37.747,-122.41865,"$$",330,"Coffee & Tea"
"353","The Hidden Vine",4.5,37.79555,-122.40072,"$$",774,"Wine Bars"
"354","Hinodeya Ramen Bar",4,37.7861574638014,-122.430057115853,"$$",757,"Ramen"
"355","Beanstalk Cafe",4,37.7901517599821,-122.409288436174,"$",783,"Coffee & Tea Cafes"
"356","Wooly Pig",4.5,37.760662161462,-122.388421141818,"$",609,"Sandwiches Coffee & Tea Breakfast & Brunch"
"357","Thai Idea Vegetarian",4.5,37.7834938,-122.4190575,"$$",675,"Thai"
"358","Betty Lou's Seafood & Grill",4.5,37.798272477416,-122.407057508826,"$$",511,"Seafood Steakhouses Bars"
"359","Hopwater Distribution",4.5,37.7899538528782,-122.411338984966,"$$",654,"American (Traditional) Beer Bar"
"360","Bouche",4.5,37.7902010565423,-122.407361268997,"$$$",716,"French"
"361","Gott's Roadside",3.5,37.7960849485032,-122.394304275513,"$$",2523,"Burgers Seafood Sandwiches"
"362","Joe's Ice Cream",4,37.78077,-122.47777,"$",809,"Ice Cream & Frozen Yogurt Burgers Hot Dogs"
"363","āina",4,37.75791,-122.39038,"$$",927,"Breakfast & Brunch Hawaiian Asian Fusion"
"364","Dragon Beaux",4,37.7805,-122.4807,"$$",1202,"Seafood Dim Sum Hot Pot"
"365","Hunan Home's Restaurant",4,37.7964057922363,-122.405654907227,"$$",1914,"Chinese"
"366","Udupi Palace",4,37.75667,-122.42091,"$$",1277,"Indian Vegetarian Vegan"
"367","Picaro",4,37.76513,-122.42245,"$$",1426,"Spanish Basque Tapas Bars"
"368","Good Luck Dim Sum",4,37.7830772399902,-122.46720123291,"$",1477,"Dim Sum"
"369","Mikkeller Bar",4,37.783976,-122.408981,"$$",1125,"Gastropubs Beer Bar Breakfast & Brunch"
"370","Perilla",4,37.76415,-122.46711,"$$",1156,"Vietnamese"
"371","Cafe Bunn Mi",4,37.78273,-122.46369,"$",1139,"Vietnamese Sandwiches Noodles"
"372","Pica Pica Arepa Kitchen",4,37.766409,-122.421714,"$$",1372,"Gluten-Free Latin American"
"373","Marnee Thai",4,37.76311,-122.4818,"$$",1672,"Thai"
"374","Helmand Palace",4.5,37.798,-122.42343,"$$",771,"Afghan Mediterranean Halal"
"375","Carmel Pizza Company",4.5,37.8075970299193,-122.417328357697,"$$",724,"Pizza"
"376","In-N-Out Burger",4,37.80775,-122.41853,"$",1711,"Fast Food Burgers"
"377","Montesacro Pinseria-Enoteca",4.5,37.7815976,-122.410121,"$$",523,"Pizza"
"378","Tín Vietnamese Cuisine",4,37.780772,-122.40568,"$$",1137,"Vietnamese Noodles"
"379","Cha-Ya",4,37.760753,-122.421787,"$$",1130,"Japanese Vegetarian Vegan"
"380","Taqueria Guadalajara",4,37.7212907373905,-122.437459006906,"$",864,"Mexican"
"381","Wako Japanese Restaurant",4.5,37.78283,-122.46148,"$$$$",478,"Japanese Sushi Bars"
"382","Bluestem Brasserie",4,37.785985,-122.404921,"$$$",1578,"Brasseries Steakhouses Wine Bars"
"383","Piccolo Forno",4.5,37.8013699308642,-122.411981038749,"$$",438,"Pizza Italian"
"384","Sanraku",4,37.7889513951509,-122.41242887495,"$$",1517,"Japanese Sushi Bars Asian Fusion"
"385","Mazarine Coffee",4.5,37.787579982406,-122.404056472387,"$$",675,"Coffee & Tea Sandwiches Breakfast & Brunch"
"386","Beard Papa",4,37.784534,-122.406556,"$",996,"Bakeries Desserts"
"387","Town Hall",3.5,37.7895383,-122.3949794,"$$$",1889,"American (New) Wine Bars"
"388","Ananda Fuara",4,37.77798,-122.4162,"$$",1018,"Vegetarian Vegan Breakfast & Brunch"
"389","Matcha Cafe Maiko",4.5,37.7852337,-122.4315788,"$",504,"Coffee & Tea Ice Cream & Frozen Yogurt Shaved Ice"
"390","Arizmendi Bakery",4.5,37.7526584,-122.4210748,"$",564,"Bakeries Pizza"
"391","Miyako Old Fashioned Ice Cream",4.5,37.7830991389702,-122.432461963236,"$",309,"Ice Cream & Frozen Yogurt Delis Sandwiches"
"392","The Grove Yerba Buena",3.5,37.786555,-122.401971,"$$",1799,"Sandwiches American (New) Cafes"
"393","Albona Ristorante Istriano",4.5,37.8044804521307,-122.4142137131,"$$$",660,"Italian"
"394","Sushi Time",4,37.76455,-122.43206,"$$",697,"Japanese Sushi Bars"
"395","Live Sushi Bar",4,37.764681,-122.4036308,"$$",1191,"Sushi Bars Japanese Bars"
"396","San Francisco's Hometown Creamery",4.5,37.7643108,-122.4661588,"$",645,"Ice Cream & Frozen Yogurt"
"397","Saint Frank Coffee",4.5,37.798473,-122.422026,"$",603,"Coffee & Tea Sandwiches Breakfast & Brunch"
"398","Ozumo",3.5,37.7926687177709,-122.392372621363,"$$$",2028,"Sushi Bars Japanese"
"399","Michael Mina",4,37.7934609,-122.3996416,"$$$$",1163,"Middle Eastern"
"400","Chloe's Cafe",4,37.7486351154446,-122.42695521362,"$$",939,"Breakfast & Brunch Cafes"
"401","Mozzeria",4.5,37.76489,-122.42488,"$$",676,"Pizza Italian"
"402","Pläj Scandinavian Restaurant & Bar",4,37.7787285,-122.4222183,"$$$",623,"Scandinavian Bars"
"403","Oola Restaurant & Bar",3.5,37.78103,-122.40263,"$$",1715,"American (New) Bars Breakfast & Brunch"
"404","Shalimar",4,37.7862722814728,-122.412946148479,"$$",1376,"Pakistani Indian"
"405","15 Romolo",4,37.7981914,-122.4063459,"$$",1026,"Tapas/Small Plates Cocktail Bars"
"406","Phat Philly",4,37.75224,-122.42037,"$",988,"Sandwiches Cheesesteaks Chicken Wings"
"407","Farallon",4,37.7883291568084,-122.409311703041,"$$$$",1529,"Seafood"
"408","Marugame Udon",4,37.72856,-122.47688,"$$",1041,"Japanese Noodles"
"409","St. Francis Fountain",4,37.7527199,-122.40834,"$$",1129,"Ice Cream & Frozen Yogurt Breakfast & Brunch Sandwiches"
"410","Twenty Five Lusk",4,37.7785264,-122.3943527,"$$$",1352,"American (New) Cocktail Bars"
"411","The Pink Elephant Alibi",4,37.78682,-122.40049,"$$",987,"American (New) Breakfast & Brunch Gastropubs"
"412","El Castillito",4,37.7688743812288,-122.429237365723,"$",800,"Mexican"
"413","Hard Knox Cafe",3.5,37.78222,-122.48574,"$$",1626,"Soul Food Breakfast & Brunch Southern"
"414","Haight Street Market",4.5,37.77021,-122.44758,"$$",451,"Grocery Beer, Wine & Spirits Delis"
"415","Piccolo Petes Cafe",5,37.71257,-122.40082,"$",237,"Coffee & Tea Breakfast & Brunch Sandwiches"
"416","Pacific Catch",3.5,37.76567,-122.46619,"$$",1676,"Seafood Cocktail Bars"
"417","Vive La Tarte",4.5,37.7769811042271,-122.410907296645,"$$",404,"Bakeries Breakfast & Brunch Coffee & Tea"
"418","Arinell Pizza",4,37.7646907195257,-122.421712145927,"$",1105,"Pizza"
"419","Burma Love",4,37.76961,-122.42205,"$$",945,"Burmese Bars Seafood"
"420","House of Nanking",3.5,37.79649,-122.405392,"$$",3152,"Chinese"
"421","Home Plate",4,37.8000407,-122.4371697,"$$",927,"Breakfast & Brunch"
"422","Nob Hill Cafe",4,37.793182,-122.412648,"$$",1201,"Italian Pizza"
"423","La Palma Mexicatessen",4.5,37.75297,-122.40994,"$",585,"Mexican"
"424","Capo's Chicago Pizza",4,37.7985156,-122.4084149,"$$",708,"Italian Pizza Whiskey Bars"
"425","Velvet Cantina",4,37.753802,-122.419701,"$$",1198,"Mexican Bars"
"426","Capannina",4,37.7977488,-122.4291735,"$$$",792,"Italian"
"427","Nihon Whisky Lounge",3.5,37.768697,-122.41529,"$$$",1370,"Japanese Lounges Whiskey Bars"
"428","Miette",4,37.776353222642,-122.42469209494,"$$",682,"Candy Stores Bakeries"
"429","Lahore Karahi",4,37.78568,-122.4149,"$",1354,"Indian Pakistani"
"430","The Fly Trap",4,37.78535,-122.397074,"$$$",945,"Bars American (New)"
"431","Destino",4,37.7712546,-122.4237757,"$$",1164,"Latin American Cocktail Bars Tapas/Small Plates"
"432","Beard Papa's",4,37.78543,-122.40436,"$",997,"Bakeries Desserts"
"433","Volcano",4,37.7804911136627,-122.478081062436,"$",1053,"Japanese Curry"
"434","The Yellow Submarine",4,37.76402,-122.46337,"$",865,"Sandwiches"
"435","Hinata",4.5,37.78324,-122.42048,"$$$$",363,"Sushi Bars Japanese"
"436","Pazzia Restaurant & Pizzeria",4,37.7834151615544,-122.398016998777,"$$",913,"Italian Pizza"
"437","Crepes A Go Go",4.5,37.77107,-122.41341,"$",559,"Creperies Food Stands"
"438","Magnolia Haight",3.5,37.7703644,-122.4451952,"$$",1741,"Breweries Gastropubs"
"439","Myriad Gastropub",4.5,37.757248,-122.418733,"$$",515,"Gastropubs Venues & Event Spaces"
"440","New Eritrea Restaurant & Bar",4,37.7637329101562,-122.467636108398,"$$",696,"Ethiopian Vegetarian"
"441","Jane on Fillmore",4,37.78934,-122.43423,"$$",897,"Coffee & Tea Bakeries Breakfast & Brunch"
"442","Plentea - San Francisco",3.5,37.7914264423265,-122.404249032891,"$",1821,"Tea Rooms Bubble Tea"
"443","Pier Market Seafood Restaurant",4,37.8099386456994,-122.410550415516,"$$",1495,"Seafood Bars Sandwiches"
"444","Bursa",4,37.74036,-122.46674,"$$",731,"Middle Eastern Turkish Mediterranean"
"445","Palomino",3.5,37.7901400640963,-122.389625361692,"$$",2484,"American (New) Mediterranean Bars"
"446","KitTea Cat Cafe",4.5,37.7739346,-122.4222081,"$$",516,"Themed Cafes"
"447","Breakfast at Tiffany's",4,37.7304538339376,-122.40473203361,"$$",771,"Diners Breakfast & Brunch American (Traditional)"
"448","Trick Dog",4,37.7591727893974,-122.411238402128,"$$",733,"Cocktail Bars American (New)"
"449","Mr Pollo",4,37.7518828,-122.4183969,"$$",552,"American (New)"
"450","Tselogs",4.5,37.78656,-122.41295,"$",474,"Filipino"
"451","Blackbird",4,37.7673552796685,-122.429470070463,"$$",671,"Bars Venues & Event Spaces"
"452","El Rio",4,37.74681,-122.41946,"$",764,"Music Venues Dive Bars"
"453","Canela Bistro & Wine Bar",4,37.764878,-122.432438,"$$",581,"Spanish Tapas Bars Wine Bars"
"454","Domo",4,37.77586,-122.42631,"$$",855,"Sushi Bars Japanese"
"455","Marcella's Lasagneria",4.5,37.7580376,-122.3890908,"$$",336,"Italian"
"456","The Baked Bear - Custom Ice Cream Sandwiches",4.5,37.8072919,-122.417122,"$",365,"Ice Cream & Frozen Yogurt Bakeries"
"457","U :Dessert Story",4,37.7642642124321,-122.430517340788,"$$",509,"Desserts"
"458","House of Thai",4,37.7862824,-122.4183383,"$$",1243,"Thai"
"459","Firenze by Night Ristorante",4,37.79887,-122.4091,"$$",933,"Italian"
"460","Original Joe's",4,37.80021,-122.40945,"$$",1197,"Italian Steakhouses Breakfast & Brunch"
"461","Lapisara Eatery",4.5,37.7878344,-122.4131853,"$$",318,"Breakfast & Brunch Burgers Thai"
"462","Hong Kong Lounge",3.5,37.780671,-122.476619,"$$",1519,"Dim Sum Seafood Cantonese"
"463","De Afghanan Kabob House",4.5,37.78577,-122.420359,"$$",497,"Afghan Middle Eastern"
"464","Rhea's Deli & Market",4,37.759861,-122.4215622,"$",583,"Delis Sandwiches"
"465","Pluto's",4,37.764082,-122.464775,"$",1131,"Sandwiches American (Traditional) Salad"
"466","Cafe du Soleil",4.5,37.7832674501439,-122.397890965607,"$$",372,"French Sandwiches Italian"
"467","Caffe Greco",4,37.798918,-122.4084483,"$",954,"Coffee & Tea Desserts Sandwiches"
"468","Noe Valley Bakery",4,37.75121,-122.4334,"$$",704,"Bakeries Cupcakes"
"469","Curry Leaf",4.5,37.80308,-122.41452,"$$",530,"Indian Halal Pakistani"
"470","Aslam's Rasoi",4,37.7563,-122.42088,"$$",880,"Indian Pakistani"
"471","Taqueria Vallarta",4,37.75246,-122.41258,"$",750,"Tacos"
"472","Sixth Course",4.5,37.7668797,-122.4186656,"$$",316,"Desserts Chocolatiers & Shops Gelato"
"473","Omakase",4.5,37.7706719094861,-122.402888577285,"$$$$",372,"Sushi Bars Japanese"
"474","Teds Market",4.5,37.77287,-122.41623,"$",454,"Delis Sandwiches Breakfast & Brunch"
"475","Campton Place",4,37.7891030590383,-122.406697746033,"$$$$",703,"American (New) Indian Bars"
"476","Good Luck Cafe and Deli",4.5,37.793838,-122.404846,"$",390,"Delis Cafes Sandwiches"
"477","FK Frozen Custard Truck",4.5,37.76985,-122.41175,"$",326,"Ice Cream & Frozen Yogurt Food Trucks"
"478","Freshroll Vietnamese Rolls & Bowls",4,37.7839351290841,-122.403370141983,"$",1112,"Vietnamese Sandwiches"
"479","Comstock Saloon",4,37.7967419475317,-122.405046522617,"$$",898,"Lounges American (New)"
"480","The Mill",4,37.7764801534107,-122.437750024358,"$$",1025,"Coffee & Tea Bakeries Desserts"
"481","Bite",4,37.7884239641,-122.415666133,"$",690,"Delis Sandwiches Salad"
"482","Golden Era Vegan Restaurant",4.5,37.7814734450825,-122.416835837066,"$$",507,"Vegan Vietnamese Juice Bars & Smoothies"
"483","a Mano",4,37.776963880538,-122.423868469312,"$$",599,"Italian Cocktail Bars"
"484","Mi Lindo Peru",4,37.7450935396928,-122.420390950891,"$$",702,"Peruvian"
"485","Hey, Cookie!",5,37.757438659668,-122.419372558594,"$",175,"Desserts Bakeries Food Delivery Services"
"486","Sakesan Sushi & Bistro",4,37.7830954,-122.466049,"$$",981,"Japanese Karaoke Sushi Bars"
"487","Tacolicious",3.5,37.8004125,-122.4404725,"$$",1529,"Mexican Cocktail Bars"
"488","Vesuvio Cafe",4,37.797474861145,-122.406140863895,"$$",836,"Lounges"
"489","Cassava",4,37.7756431636201,-122.496476614988,"$$",779,"American (New) Breakfast & Brunch"
"490","Poc-Chuc",4.5,37.765643,-122.417139,"$$",504,"Latin American Mexican Bars"
"491","San Jalisco",4,37.75865,-122.41668,"$$",716,"Mexican Seafood Breakfast & Brunch"
"492","Grubbin'",4.5,37.7429221,-122.4812913,"$",424,"Sandwiches"
"493","Fringale",4,37.77857,-122.39714,"$$$",1048,"French Basque"
"494","La Corneta Taqueria",4,37.734085,-122.434144,"$",1039,"Mexican"
"495","Frena Bakery and Cafe",4.5,37.780321,-122.408274,"$",313,"Bakeries Kosher Mediterranean"
"496","The New Spot On Polk",4.5,37.798839,-122.422409,"$$",380,"Breakfast & Brunch Diners Burgers"
"497","Toyose",3.5,37.75322,-122.50469,"$$",1464,"Korean"
"498","Speakeasy Ales & Lagers",4.5,37.7380942813543,-122.380521448905,"$",397,"Breweries Speakeasies"
"499","Hooker's Sweet Treats",4.5,37.7852285,-122.4160527,"$$",272,"Chocolatiers & Shops Coffee & Tea"
"500","Stacks",3.5,37.77651706748,-122.424790594424,"$$",1579,"American (Traditional) Breakfast & Brunch Creperies"
